GeneID	CommonName	OligosNum	OligosIDs	OligosSites	P-values	log2(MeanRatios)	Description
At4g40000		1	35696366,	18547326,	0.00026,	1.1,	NOL1/NOP2/sun family protein contains Pfam profile PF01189: NOL1/NOP2/sun family
At5g01030		1	35696443,	9802,	0.00017,	1.1,	expressed protein  
At5g01070		1	35696466,	26220,	0.00012,	1.4,	zinc finger (C3HC4-type RING finger) family protein contains Pfam profile: PF00097 zinc finger, C3HC4 type (RING finger)
At5g01300		1	35696619,	122342,	0.00049,	1.1,	phosphatidylethanolamine-binding family protein similar to cold-regulated protein [Hordeum vulgare subsp. vulgare] GI:10799810; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein
At5g01420		1	35696709,	176278,	1.6e-05,	2.1,	glutaredoxin family protein 
At5g01520		1	35696760,	206038,	6.2e-05,	1.9,	zinc finger (C3HC4-type RING finger) family protein similar to MTD2 [Medicago truncatula] GI:9294812; contains Pfam profile PF00097: Zinc finger, C3HC4 type (RING finger)
At5g01550		1	35696778,	217911,	4.4e-05,	1.6,	lectin protein kinase, putative similar to receptor lectin kinase 3 [Arabidopsis thaliana] gi|4100060|gb|AAD00733; contains protein kinase domain, Pfam:PF00069; contains legume lectins alpha and beta domains, Pfam:PF00138 and Pfam:PF00139
At5g01610		1	35696801,	230358,	0.00043,	1.4,	expressed protein contains Pfam profile PF04398: Protein of unknown function, DUF538
At5g01880		1	35696966,	339468,	0.00051,	1.4,	zinc finger (C3HC4-type RING finger) family protein contains Pfam domain, PF00097: Zinc finger, C3HC4 type (RING finger)
At5g01960		1	35697014,	370519,	0.00062,	1.1,	zinc finger (C3HC4-type RING finger) family protein contains Pfam profile: PF00097 zinc finger, C3HC4 type (RING finger)
At5g02050		1	35697068,	404416,	0.00048,	1.4,	mitochondrial glycoprotein family protein / MAM33 family protein low similarity to SUAPRGA1 [Emericella nidulans] GI:6562379; contains Pfam profile PF02330: Mitochondrial glycoprotein
At5g02090		1	35697082,	412689,	6.6e-06,	2.3,	expressed protein  
At5g02150		1	35697105,	426151,	0.00015,	1.6,	expressed protein 
At5g02280		1	35697173,	469665,	8.5e-06,	1.9,	synbindin, putative similar to Swiss-Prot:Q9ES56 synbindin (TRS23 homolog) [Mus musculus]
At5g02570		1	35697336,	577117,	0.00037,	1.2,	histone H2B, putative similar to histone H2B-2 Lycopersicon esculentum GI:3021483, Gossypium hirsutum SP|O22582, Asparagus officinalis GI:563329; contains Pfam profile PF00125 Core histone H2A/H2B/H3/H4
At5g02740		1	35697403,	616500,	0.00021,	1.2,	expressed protein 
At5g02790		1	35697428,	632759,	0.00083,	1,	In2-1 protein, putative similar to In2-1, Zea mays, EMBL:X58573
At5g02940		1	35697523,	690128,	6.2e-05,	1.5,	expressed protein  
At5g02950		1	35697524,	690620,	4.7e-06,	2.6,	PWWP domain-containing protein predicted protein, Arabidopsis thaliana
At5g02970		1	35697531,	695255,	8.1e-06,	2.5,	hydrolase, alpha/beta fold family protein contains Interpro entry IPR000379
At5g03080		1	35697578,	721764,	4.4e-05,	1.6,	phosphatidic acid phosphatase-related / PAP2-related contains Pfam profile PF01569: PAP2 superfamily
At5g03200		1	35697651,	762869,	0.00022,	1.1,	zinc finger (C3HC4-type RING finger) family protein contains weak similarity to zinc finger proteins
At5g03240		1	35697665,	773262,	7.7e-05,	1.7,	polyubiquitin (UBQ3) identical to GI:928809
At5g03260		1	35697678,	780199,	0.00061,	1.1,	laccase, putative / diphenol oxidase, putative similar to laccase [Pinus taeda][GI:13661207]
At5g03380		1	35697761,	833758,	3.7e-05,	1.7,	heavy-metal-associated domain-containing protein similar to farnesylated protein ATFP2 [GI:4097545]; contains Pfam profile PF00403: Heavy-metal-associated domain
At5g03555		1	35697870,	900115,	3.7e-05,	1.5,	permease, cytosine/purines, uracil, thiamine, allantoin family protein contains Pfam PF02133: permease, cytosine/purines, uracil, thiamine, allantoin family
At5g03890		1	35698092,	1044429,	0.00045,	1.2,	hypothetical protein 
At5g03905		1	35698105,	1052095,	0.00037,	1.2,	hesB-like domain-containing protein low similarity to HesB [Cyanothece sp. PCC 8801] GI:2183309; contains Pfam profile PF01521: HesB-like domain
At5g04235		1	35698286,	1164473,	0.00082,	1,	
At5g04410	ANAC078;NAC2	1	35698414,	1243623,	2.9e-05,	2.1,	no apical meristem (NAM) family protein contains Pfam PF02365: No apical meristem (NAM) protein; supporting cDNA gi|6456750|gb|AF201456.1|AF201456
At5g04590		1	35698534,	1318987,	8.5e-05,	2.3,	sulfite reductase / ferredoxin (SIR) identical to sulfite reductase [Arabidopsis thaliana] GI:804953, GI:2584721
At5g04880		1	35698704,	1422693,	0.00068,	1.1,	
At5g04900		1	35698725,	1434728,	0.00011,	1.2,	short-chain dehydrogenase/reductase (SDR) family protein contains INTERPRO family IPR002198 Short-chain dehydrogenase/reductase (SDR) superfamily
At5g05100		1	35698828,	1505576,	8.9e-05,	1.2,	expressed protein 
At5g05230		1	35698899,	1550915,	0.00025,	1.2,	expressed protein 
At5g05260		1	35698918,	1562556,	0.00029,	1,	cytochrome P450 79A2 (CYP79A2) identical to SP|Q9FLC8 Cytochrome P450 79A2 (EC 1.-.-.-) {Arabidopsis thaliana}
At5g05340		1	35698949,	1579215,	0.00091,	1.1,	peroxidase, putative similar to peroxidase [Nicotiana tabacum] gi|5381253|dbj|BAA82306; similar to Peroxidase P7 [Brassica rapa (Turnip)] SWISS-PROT:P00434
At5g05400		1	35698984,	1601500,	1.2e-05,	1.8,	disease resistance protein (CC-NBS-LRR class), putative domain signature CC-NBS-LRR exists, suggestive of a disease resistance protein.
At5g05410	DREB2;DREB2A	1	35698985,	1602283,	2e-05,	1.6,	DRE-binding protein (DREB2A) identical to DREB2A GI:3738230 from [Arabidopsis thaliana] ; supported by cDNA:gi_3738229_dbj_AB007790.1_AB007790
At5g06240		1	35699453,	1888260,	0.00034,	1.4,	expressed protein  
At5g06300		1	35699504,	1922440,	0.00082,	1.3,	lysine decarboxylase family protein contains Pfam profile PF03641: lysine decarboxylase family
At5g06350		1	35699528,	1938403,	2.3e-05,	1.7,	expressed protein 
At5g06390		1	35699553,	1952648,	0.00039,	1.1,	beta-Ig-H3 domain-containing protein / fasciclin domain-containing protein contains Pfam profile PF02469: Fasciclin domain
At5g07190		1	35700015,	2237113,	0.00051,	1.1,	embryo-specific protein 3, putative similar to embryo-specific protein 3 GI:3335171 from [Arabidopsis thaliana]
At5g07270		1	35700074,	2280423,	0.00011,	1.2,	ankyrin repeat family protein contains ankyrin repeats, Pfam:PF00023
At5g07340		1	35700133,	2316935,	0.00053,	1,	calnexin, putative identical to calnexin homolog 2 from Arabidopsis thaliana [SP|Q38798], strong similarity to calnexin homolog 1, Arabidopsis thaliana, EMBL:AT08315 [SP|P29402]; contains Pfam profile PF00262 calreticulin family
At5g07350		1	35700150,	2326414,	0.00034,	1.1,	tudor domain-containing protein / nuclease family protein contains Pfam domains PF00567: Tudor domain and PF00565: Staphylococcal nuclease homologue
At5g07675		1	35700321,	2433552,	1.8e-05,	1.7,	
At5g07680	ANAC079;ANAC080;ATNAC4	1	35700322,	2434331,	0.00031,	1,	no apical meristem (NAM) family protein contains Pfam PF02365 : No apical meristem (NAM) protein; similar to cup-shaped cotyledon CUC2 (GI:1944132) [Arabidopsis thaliana]
At5g08050		1	35700558,	2578271,	0.00096,	1.2,	expressed protein predicted protein, Arabidopsis thaliana
At5g08320		1	35700724,	2678516,	0.00026,	1.1,	expressed protein predicted proteins, Homo sapiens and Caenorhabditis elegans
At5g08560		1	35700881,	2774779,	0.00013,	1.2,	transducin family protein / WD-40 repeat family protein contains 7 WD-40 repeats (PF00400); similar to will die slowly protein (WDS) (SP:Q9V3J8) [Drosophila melanogaster]
At5g08590	ASK2	1	35700896,	2783300,	0.00022,	1.2,	serine/threonine protein kinase (ASK2) identical to serine/threonine-protein kinase ASK2, SWISS-PROT: P43292; contains protein kinase domain, Pfam:PF00069
At5g08670		1	35700956,	2821320,	0.00014,	1.2,	ATP synthase beta chain 1, mitochondrial identical to SP|P83483 ATP synthase beta chain 1, mitochondrial precursor (EC 3.6.3.14) {Arabidopsis thaliana}; strong similarity to SP|P17614 ATP synthase beta chain, mitochondrial precursor (EC 3.6.3.14) {Nicotiana plumbaginifolia}; contains Pfam profiles PF00006: ATP synthase alpha/beta family nucleotide-binding domain, PF00306: ATP synthase ab C terminal, PF02874: ATP synthase alpha/beta family beta-barrel domain; supporting cDNA gi|26452102|dbj|AK118538.1|
At5g09225		1	35701037,	2871239,	4.2e-06,	2.6,	expressed protein 
At5g09230		1	35701038,	2871814,	7.1e-05,	1.7,	transcriptional regulator Sir2 family protein contains Pfam domain PF02146: transcriptional regulator, Sir2 family;
At5g09430		1	35701141,	2931834,	0.00012,	1.2,	hydrolase, alpha/beta fold family protein low similarity to hydrolases from Rhodococcus sp. EtbD1 GI:3273239, EtbD2 GI:3273241; contains Pfam profile PF00561: hydrolase, alpha/beta fold family
At5g09620		1	35701231,	2985471,	0.00054,	1.1,	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein predicted proteins, Arabidopsis thaliana and Drosophila melanogaster contains Pfam profile PF00564: PB1 domain
At5g09640		1	35701235,	2988143,	0.00017,	1.3,	sinapoylglucose:choline sinapoyltransferase (SNG2) GC donor splice site at exon 11 and 13; TA donor splice site at exon 10; similar to serine carboxypeptidase I precursor (SP:P37890) [Oryza sativa]; wound-inducible carboxypeptidase, Lycopersicon esculentum, EMBL:AF242849; contains Pfam profile PF00450: Serine carboxypeptidase; identical to cDNA sinapoylglucose:choline sinapoyltransferase (SNG2)  GI:15418806
At5g09930		1	35701425,	3100304,	1.9e-05,	2.2,	ABC transporter family protein  
At5g09940		1	35701426,	3101010,	0.00032,	1.1,	hypothetical protein 
At5g10010		1	35701467,	3127312,	0.00012,	1.2,	expressed protein  
At5g10190		1	35701584,	3199034,	0.00018,	1.6,	transporter-related low similarity to spinster membrane proteins from [Drosophila melanogaster] GI:12003974, GI:12003976, GI:12003972, GI:12003970; contains Pfam profile PF00083: major facilitator superfamily protein
At5g10720	AHK5	1	35701883,	3384476,	0.00028,	1,	sensory transduction histidine kinase-related similar to Sensor protein rcsC (Capsular synthesis regulator component C) (SP:Q56128) {Salmonella typhi}; sensory transduction histidine kinase slr1759, Synechocystis sp., PIR:S75142
At5g10840		1	35701952,	3427815,	1.5e-05,	1.8,	endomembrane protein 70, putative TM4 family;
At5g10960		1	35702012,	3464104,	0.0004,	1.1,	CCR4-NOT transcription complex protein, putative similar to SWISS-PROT:Q9UFF9 CCR4-NOT transcription complex, subunit 8 (CAF1-like protein, CALIFp) [Homo sapiens]
At5g11030	ALF4	1	35702062,	3495179,	0.0004,	1.2,	expressed protein  
At5g11430		1	35702309,	3647834,	0.00057,	1,	transcription elongation factor-related contains weak similarity to transcription elongation factors
At5g11590	DREB3;TINY2	1	35702435,	3731583,	0.0003,	1.2,	AP2 domain-containing transcription factor, putative similar to transcription factor TINY (GI:1246403)  [Arabidopsis thaliana]
At5g11650		1	35702457,	3744915,	6.6e-06,	2.6,	hydrolase, alpha/beta fold family protein contains Pfam profile PF00561: hydrolase, alpha/beta fold family; low similarity to monoglyceride lipase from [Homo sapiens] GI:14594904, [Mus musculus] GI:2632162
At5g11700		1	35702505,	3771545,	2.8e-06,	2.5,	glycine-rich protein predicted protein, Arabidopsis thaliana
At5g11710		1	35702506,	3772124,	0.00068,	1.4,	epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related contains Pfam PF01417: ENTH domain. ENTH (Epsin N-terminal homology) domain; similar to Af10-protein (GI:1724114) [Avena fatua]; similar to clathrin assembly protein AP180 (GI:6492344) [Xenopus laevis]; Af10-protein, Avena fatua, EMBL:U80041
At5g12160		1	35702765,	3930904,	6.1e-05,	1.3,	expressed protein similar to unknown protein (pir||T09909)
At5g12860		1	35702982,	4062111,	0.00017,	1.6,	oxoglutarate/malate translocator, putative similar to 2-oxoglutarate/malate translocator precursor, spinach, SWISSPROT:Q41364
At5g12940		1	35703019,	4087370,	7.2e-05,	1.5,	leucine-rich repeat family protein contains leucine rich-repeat domains Pfam:PF00560, INTERPRO:IPR001611
At5g13100		1	35703134,	4156181,	4e-05,	1.4,	expressed protein 
At5g13360		1	35703337,	4283366,	0.00091,	1,	auxin-responsive GH3 family protein similar to auxin-responsive GH3 product [Glycine max] GI:18591; contains Pfam profile PF03321: GH3 auxin-responsive promoter
At5g13485		1	35703421,	4335164,	0.00022,	1.5,	
At5g13630		1	35703515,	4392177,	1.7e-05,	2.1,	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) nearly identical to magnesium chelatase subunit GI:1154627 from [Arabidopsis thaliana]; contains Pfam profile: PF02514 CobN/magnesium chelatase family protein
At5g13930	CHS	1	35703680,	4489012,	2.4e-05,	1.6,	chalcone synthase / naringenin-chalcone synthase identical to SP|P13114
At5g14310		1	35703884,	4615225,	0.00082,	1.1,	expressed protein low similarity to PrMC3 [Pinus radiata] GI:5487873
At5g14830		1	35704182,	4796819,	0.00015,	1.2,	
At5g15180		1	35704389,	4929942,	8.7e-05,	1.3,	peroxidase, putative similar to peroxidase ATP12a [Arabidopsis thaliana] gi|1429217|emb|CAA67311
At5g15230		1	35704409,	4944728,	8.6e-06,	2.3,	gibberellin-regulated protein 4 (GASA4) / gibberellin-responsive protein 4 identical to SP|P46690 Gibberellin-regulated protein 4 precursor {Arabidopsis thaliana}
At5g15340		1	35704473,	4984795,	2.8e-05,	1.5,	pentatricopeptide (PPR) repeat-containing protein contains INTERPRO:IPR002885 PPR repeats
At5g15440		1	35704521,	5011885,	0.0003,	1.2,	circadian clock coupling factor-related similar to circadian clock coupling factor ZGT [Nicotiana tabacum] GI:14210079
At5g15450		1	35704532,	5018489,	0.00064,	1,	heat shock protein 100, putative / HSP100, putative / heat shock protein clpB, putative / HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]
At5g15500		1	35704552,	5033101,	0.00027,	1.1,	ankyrin repeat family protein contains Pfam domain, PF00023: Ankyrin repeat
At5g15510		1	35704553,	5033669,	6.3e-06,	2.5,	expressed protein 
At5g15570		1	35704606,	5066057,	0.00016,	1.1,	expressed protein hypothetical protein F14P3.19 - Arabidopsis thaliana, EMBL:AC009755
At5g15710		1	35704701,	5122663,	6.8e-05,	1.5,	F-box family protein unusual floral organs protein UFO - Arabidopsis thaliana, PIR:S57710
At5g15850	COL1	1	35704789,	5177837,	5.4e-05,	1.4,	zinc finger protein CONSTANS-LIKE 1 (COL1) identical to Zinc finger protein CONSTANS-LIKE 1 SP:O50055 from [Arabidopsis thaliana]
At5g15910		1	35704815,	5192958,	7.3e-06,	2.6,	dehydrogenase-related low similarity to SP|Q9R1J0 NAD(P)-dependent steroid dehydrogenase (EC 1.1.1.-) {Mus musculus}
At5g15960		1	35704842,	5209817,	0.00017,	1.2,	stress-responsive protein (KIN1) / stress-induced protein (KIN1) identical to SP|P18612 Stress-induced KIN1 protein {Arabidopsis thaliana}
At5g16120		1	35704931,	5265771,	0.00086,	1.1,	hydrolase, alpha/beta fold family protein similar to monoglyceride lipase from [Homo sapiens] GI:14594904, [Mus musculus] GI:2632162; contains Pfam profile PF00561: hydrolase, alpha/beta fold family
At5g16140		1	35704942,	5271916,	0.00019,	1.2,	peptidyl-tRNA hydrolase family protein contains Pfam profile PF01195: peptidyl-tRNA hydrolase
At5g16370		1	35705085,	5358580,	8.5e-05,	1.3,	AMP-binding protein, putative similar to AMP-binding protein GI:1903034 from [Brassica napus]; contains Pfam AMP-binding domain PF00501; identical to cDNA adenosine monophosphate binding protein 5 AMPBP5 (AMPBP5) GI:20799718
At5g16640		1	35705229,	5459916,	0.00027,	1.3,	pentatricopeptide (PPR) repeat-containing protein contains Pfam profile PF01535: PPR repeat
At5g16810		1	35705352,	5529632,	0.00038,	1.4,	expressed protein  
At5g16910		1	35705406,	5560158,	0.00046,	1.4,	cellulose synthase family protein similar to gi:2827143 cellulose synthase catalytic subunit, Arabidopsis thaliana, gi:9622886 cellulose synthase-7 from Zea mays
At5g16990		1	35705448,	5584154,	2.1e-05,	1.8,	NADP-dependent oxidoreductase, putative strong similarity to probable NADP-dependent oxidoreductase (zeta-crystallin homolog) P1 [SP|Q39172][gi:886428] and P2 [SP|Q39173][gi:886430], Arabidopsis thaliana
At5g17010		1	35705464,	5592488,	2.6e-05,	1.5,	sugar transporter family protein similar to D-xylose proton-symporter [Lactobacillus brevis] GI:2895856; contains Pfam profile PF00083: major facilitator superfamily protein
At5g17460		1	35705726,	5759888,	4.6e-06,	2.9,	expressed protein 
At5g17710		1	35705852,	5841914,	2.3e-05,	1.8,	co-chaperone grpE family protein similar to co-chaperone CGE1 precursor isoform a [Chlamydomonas reinhardtii] GI:15384277; contains Pfam profile PF01025: co-chaperone GrpE
At5g17840		1	35705929,	5897773,	0.0001,	1.2,	chaperone protein dnaJ-related similar to bundle sheath defective protein 2 (GI:4732091) [Zea mays]
At5g17990		1	35706021,	5956914,	0.0007,	1.1,	anthranilate phosphoribosyltransferase identical to anthranilate phosphoribosyltransferase, chloroplast precursor (EC 2.4.2.18) SP:Q02166 from [Arabidopsis thaliana]
At5g18310		1	35706182,	6062214,	0.00017,	1.1,	expressed protein predicted proteins, Drosophila melanogaster
At5g18630		1	35706414,	6202740,	0.00043,	1.1,	lipase class 3 family protein low similarity to Triacylglycerol Acylhydrolase (E.C.3.1.1.3) [Rhizomucor miehei] GI:230348; contains Pfam profile PF01764: Lipase
At5g18660		1	35706449,	6224070,	0.00077,	1.4,	isoflavone reductase-related low similarity to SP|P52575 Isoflavone reductase (EC 1.3.1.-) (IFR) {Medicago sativa}
At5g18850		1	35706549,	6286846,	0.00013,	1.2,	expressed protein  
At5g19000		1	35706632,	6342300,	0.00083,	1.2,	speckle-type POZ protein-related contains Pfam PF00651 : BTB/POZ domain; contains Pfam PF00917: MATH domain; similar to Speckle-type POZ protein (SP:O43791) [Homo sapiens]
At5g19260		1	35706857,	6485222,	2.8e-05,	1.6,	expressed protein various predicted proteins
At5g20360		1	35707497,	6885015,	0.00018,	1.3,	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein contains Pfam profiles PF00564: PB1 domain, PF00515: TPR Domain
At5g20480		1	35707556,	6921628,	0.00019,	1.1,	leucine-rich repeat transmembrane protein kinase, putative protein kinase Xa21, Oryza sativa, PIR:A57676
At5g20700		1	35707697,	7008396,	4.3e-05,	1.7,	senescence-associated protein-related similar to senescence-associated protein SAG102 (GI:22331931) [Arabidopsis thaliana];
At5g20900		1	35707830,	7090547,	0.00034,	1.2,	expressed protein 
At5g21930		1	35708037,	7243000,	0.00014,	1.3,	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein / heavy-metal-associated domain-containing protein contains InterPro accession IPR001757: ATPase, E1-E2 type; contains Pfam profiles PF00403: Heavy-metal-associated domain, PF00702: haloacid dehalogenase-like hydrolase
At5g22390		1	35708319,	7420196,	0.00024,	1.2,	expressed protein 
At5g22730		1	35708526,	7553644,	0.0005,	1,	F-box family protein contains F-box domain Pfam:PF00646
At5g22940		1	35708723,	7678879,	4.5e-05,	1.5,	exostosin family protein contains Pfam profile: PF03016 exostosin family
At5g23120		1	35708874,	7778146,	0.00023,	1.3,	photosystem II stability/assembly factor, chloroplast (HCF136) identical to SP|O82660 Photosystem II stability/assembly factor HCF136, chloroplast precursor {Arabidopsis thaliana}
At5g23460		1	35709086,	7913158,	0.00019,	1.2,	expressed protein 
At5g23890		1	35709319,	8058460,	0.00065,	1,	expressed protein weak similarity to SP|P12957 Caldesmon (CDM) {Gallus gallus}
At5g24030		1	35709421,	8122872,	0.00017,	1.9,	C4-dicarboxylate transporter/malic acid transport family protein weak similarity to SP|P25396 Tellurite resistance protein tehA. {Escherichia coli}; contains Pfam profile PF03595: C4-dicarboxylate transporter/malic acid transport protein
At5g24140		1	35709491,	8171244,	0.00046,	1.1,	squalene monooxygenase 2 / squalene epoxidase 2 (SQP2) identical to SP|O65403
At5g24316		1	35709662,	8284603,	7.1e-05,	1.4,	proline-rich family protein contains proline-rich extensin domains, INTERPRO:IPR002965
At5g24710		1	35709925,	8468546,	0.00022,	1.2,	WD-40 repeat family protein contains 3 Pfam PF00400: WD domain, G-beta repeats;
At5g24850		1	35710039,	8537837,	0.00049,	1.2,	cryptochrome dash (CRYD) nearly identical to cryptochrome dash [Arabidopsis thaliana] GI:28971609; similar to Deoxyribodipyrimidine photolyase (DNA photolyase) (Photoreactivating enzyme)(SP:Q55081){Synechocystis sp.}
At5g24990		1	35710142,	8610542,	1.2e-05,	1.8,	expressed protein 
At5g25010		1	35710148,	8616632,	4.3e-05,	1.8,	expressed protein ; expression supported by MPSS
At5g25020		1	35710149,	8618888,	1.2e-05,	2,	expressed protein 
At5g25190		1	35710290,	8709827,	0.00022,	1.3,	ethylene-responsive element-binding protein, putative ethylene responsive element binding protein homolog, Stylosanthes hamata, EMBL:U91857
At5g25240		1	35710343,	8746938,	0.0004,	1,	expressed protein  
At5g25510		1	35710537,	8884888,	3.2e-05,	1.8,	serine/threonine protein phosphatase 2A (PP2A) regulatory subunit B', putative similar to SWISS-PROT:Q28653 serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, delta isoform (PP2A, B subunit, B' delta isoform, PP2A, B subunit, B56 delta isoform, PP2A, B subunit, PR61 delta isoform, PP2A, B subunit, R5 delta isoform, PP2A, B subunit, B'-gamma) [Oryctolagus cuniculus]; contains Pfam domain, PF01603: Protein phosphatase 2A regulatory B subunit (B56 family)
At5g25590		1	35710582,	8910050,	5.6e-05,	1.6,	expressed protein contains Pfam profile PF04783: Protein of unknown function (DUF630)
At5g26210		1	35710933,	9160142,	0.00012,	1.4,	PHD finger family protein contains Pfam domain, PF00628: PHD-finger
At5g26280		1	35710992,	9208145,	0.00013,	1.2,	meprin and TRAF homology domain-containing protein / MATH domain-containing protein low similarity to ubiquitin-specific protease 12 [Arabidopsis thaliana] GI:11993471; contains Pfam profile PF00917: MATH domain
At5g26820		1	35711265,	9433498,	0.00026,	1.2,	ferroportin-related low similarity to ferroportin1 [Danio rerio] GI:7109245
At5g27190		1	35711473,	9571128,	0.00096,	1.2,	
At5g27690		1	35711808,	9804434,	0.001,	1.1,	heavy-metal-associated domain-containing protein very low similarity to copper homeostasis factor from Arabidopsis thaliana [gi:3168840]; contains Pfam heavy metal associated domain PF00403
At5g28300		1	35712484,	10297085,	0.00082,	1.2,	trihelix DNA-binding protein, putative similar to GT-2 factor [Arabidopsis thaliana GI:416490
At5g28487		1	35712719,	10451950,	0.00068,	1.2,	
At5g34850		1	35716340,	13128321,	2.4e-05,	1.5,	calcineurin-like phosphoesterase family protein contains Pfam profile: PF00149 calcineurin-like phosphoesterase
At5g35080		1	35716695,	13373849,	8.5e-05,	1.4,	expressed protein 
At5g35180		1	35716793,	13441551,	0.00068,	1.2,	expressed protein 
At5g35840		1	35717588,	14025195,	0.0002,	1.2,	phytochrome C (PHYC) identical to SP|P14714 Phytochrome C {Arabidopsis thaliana}
At5g37240		1	35718555,	14762168,	0.00086,	1.2,	hypothetical protein 
At5g38840		1	35719672,	15571437,	1.6e-05,	1.8,	forkhead-associated domain-containing protein / FHA domain-containing protein related to adaptor protein kanadaptin [Homo sapiens] gi|13562130|gb|AAK29177
At5g39510		1	35720055,	15838857,	0.00059,	1.2,	vesicle transport v-SNARE 11 (VTI11) / vesicle soluble NSF attachment protein receptor VTI1a (VTI1A) identical to SP|Q9SEL6 Vesicle transport v-SNARE 11 (AtVTI11) (Vesicle transport v-SNARE protein VTI1a) (Vesicle soluble NSF attachment protein receptor VTI1a) (AtVTI1a) {Arabidopsis thaliana}
At5g39610	ANAC092;ATNAC2;ATNAC6	1	35720115,	15880496,	0.00023,	1.4,	no apical meristem (NAM) family protein contains Pfam PF02365 : No apical meristem (NAM) protein; similar to cup-shaped cotyledon CUC2 (GI:1944132) [Arabidopsis thaliana]
At5g39785		1	35720212,	15949309,	0.0003,	1.1,	expressed protein 
At5g40340		1	35720517,	16152372,	0.00027,	1.6,	PWWP domain-containing protein KED, Nicotiana tabacum, EMBL:AB009883
At5g40645		1	35720739,	16298305,	0.00045,	1.5,	nitrate-responsive NOI protein, putative similar to nitrate-induced NOI protein [Zea mays] GI:2642213
At5g40900		1	35720904,	16405819,	0.00024,	1.4,	expressed protein similar to GI:2827651, GI:7527728, GI:4406788,GI:6063544, GI:10764853 from [Arabidopsis thaliana]; expression supported by MPSS
At5g41170		1	35721053,	16497873,	0.00074,	1.3,	pentatricopeptide (PPR) repeat-containing protein contains Pfam profile PF01535: PPR repeat
At5g41330		1	35721140,	16555351,	0.00052,	1,	potassium channel tetramerisation domain-containing protein contains Pfam profile PF02214: K+ channel tetramerisation domain
At5g41370		1	35721159,	16567649,	4.2e-05,	1.4,	DNA repair protein, putative / TFIIH basal transcription factor complex helicase XPB subunit, putative (XPB1) contains Pfam profile PF00271:Helicase conserved C-terminal domain; identical to cDNA putative DNA repair protein (XPB1) GI:10314019
At5g41460		1	35721209,	16607963,	0.00038,	1.3,	fringe-related protein strong similarity to unknown protein (pir||T13026) similarity to predicted proteins + similar to hypothetical protein GB:AAC23643 [Arabidopsis thaliana] + weak similarity to Fringe [Schistocerca gregaria](GI:6573138);Fringe encodes an extracellular protein that regulates Notch signalling.
At5g41600		1	35721282,	16652777,	0.00015,	1.3,	reticulon family protein (RTNLB4) weak similarity to Nogo-C protein [Rattus norvegicus] GI:6822251, SP|O95197 Reticulon protein 3 (Neuroendocrine-specific protein-like) {Homo sapiens}; contains Pfam profile PF02453: Reticulon
At5g41800		1	35721434,	16751574,	0.00015,	1.3,	amino acid transporter family protein similar to amino acid permease 1 [Nicotiana sylvestris] GI:976402; belongs to INTERPRO:IPR002422 amino acid/polyamine transporter, family II
At5g42020		1	35721558,	16827787,	1.2e-05,	2.3,	luminal binding protein 2 (BiP-2) (BP2) similar to SWISS-PROT: Q39043; GI:1303695; luminal binding protein (BiP) [Arabidopsis thaliana]
At5g42440		1	35721807,	16991877,	0.00095,	1.1,	protein kinase family protein contains protein kinase domain, Pfam:PF00069
At5g42570		1	35721881,	17040012,	0.00046,	1,	expressed protein low similarity to SP|P51572 B-cell receptor-associated protein 31 (6C6-AG tumor-associated antigen) (DXS1357E) {Homo sapiens}
At5g43260		1	35722380,	17375424,	0.00064,	1.6,	chaperone protein dnaJ-related similar to Chaperone protein dnaJ (SP:Q9WZV3) [Thermotoga maritima]
At5g43340		1	35722428,	17414118,	3.5e-05,	1.5,	inorganic phosphate transporter identical to inorganic phosphate transporter [Arabidopsis thaliana] GI:3869190
At5g45275		1	35723826,	18354639,	0.00018,	1.2,	expressed protein Requires functional assignment.
At5g45420		1	35723929,	18424464,	0.00023,	1.1,	myb family transcription factor contains Pfam profile: PF00249 Myb DNA binding domain
At5g45820		1	35724206,	18606835,	0.00028,	1.2,	CBL-interacting protein kinase 20 (CIPK20) identical to CBL-interacting protein kinase 20 [Arabidopsis thaliana] gi|14486384|gb|AAK61493
At5g45850		1	35724225,	18620975,	4.5e-05,	1.9,	expressed protein contains Pfam profile: PF05097 protein of unknown function (DUF688)
At5g46020		1	35724311,	18682150,	0.00013,	1.6,	expressed protein 
At5g46170		1	35724388,	18734181,	4.4e-05,	1.7,	F-box family protein contains F-box domain Pfam:PF00646
At5g46410		1	35724557,	18842157,	0.00041,	1.2,	NLI interacting factor (NIF) family protein contains Pfam profile PF03031: NLI interacting factor
At5g47110		1	35725005,	19152771,	6.1e-05,	1.4,	lil3 protein, putative similar to Lil3 protein [Arabidopsis thaliana] gi|4741966|gb|AAD28780
